,DetectedCamera_Front,DetectedCamera_Left,DetectedCamera_Rear,DetectedCamera_Right,AngleOfSign,SignAspectRatio,SignWidth,SignHeight
16450,0.0,0.0,0.0,1.0,108,0.95,42,44
16451,1.0,0.0,0.0,0.0,39,1.05,164,156
16452,0.0,0.0,0.0,1.0,63,0.88,60,68
16453,0.0,0.0,1.0,0.0,208,0.52,47,90
16454,0.0,1.0,0.0,0.0,291,1.09,47,43
16455,0.0,1.0,0.0,0.0,259,0.78,76,98
16456,0.0,1.0,0.0,0.0,249,0.92,70,76
16457,1.0,0.0,0.0,0.0,31,1.02,92,90
16458,0.0,0.0,0.0,1.0,46,1.1,132,120
16459,0.0,0.0,0.0,1.0,137,1.51,112,74
16460,1.0,0.0,0.0,0.0,13,0.71,59,83
16461,0.0,0.0,0.0,1.0,61,0.81,140,173
16462,0.0,1.0,0.0,0.0,270,0.83,34,41
16463,0.0,0.0,0.0,1.0,59,1.0,52,52
16464,0.0,1.0,0.0,0.0,225,1.15,133,116
16465,1.0,0.0,0.0,0.0,35,1.22,123,101
16466,1.0,0.0,0.0,0.0,26,0.76,75,99
16467,0.0,0.0,1.0,0.0,207,0.82,54,66
16468,0.0,0.0,0.0,1.0,76,0.71,104,146
16469,1.0,0.0,0.0,0.0,34,0.96,197,206
16470,0.0,1.0,0.0,0.0,295,1.04,49,47
16471,1.0,0.0,0.0,0.0,20,1.0,64,64
16472,0.0,0.0,1.0,0.0,225,0.89,101,113
16473,0.0,1.0,0.0,0.0,233,0.82,81,99
16474,0.0,0.0,1.0,0.0,211,1.03,76,74
16475,0.0,0.0,0.0,1.0,80,0.67,82,123
16476,0.0,1.0,0.0,0.0,263,0.81,34,42
16477,0.0,1.0,0.0,0.0,247,0.98,41,42
16478,0.0,0.0,0.0,1.0,70,0.92,55,60
16479,0.0,0.0,1.0,0.0,223,0.81,83,102
16480,1.0,0.0,0.0,0.0,23,0.92,70,76
16481,0.0,1.0,0.0,0.0,286,0.89,40,45
16482,0.0,1.0,0.0,0.0,246,0.61,47,77
16483,0.0,0.0,0.0,1.0,64,0.88,198,224
16484,1.0,0.0,0.0,0.0,18,0.9,64,71
16485,0.0,1.0,0.0,0.0,283,0.8,33,41
16486,1.0,0.0,0.0,0.0,19,1.03,106,103
16487,0.0,0.0,0.0,1.0,97,0.88,51,58
16488,0.0,0.0,0.0,1.0,121,1.04,57,55
16489,1.0,0.0,0.0,0.0,17,0.9,86,96
16490,0.0,1.0,0.0,0.0,240,0.74,81,110
16491,0.0,1.0,0.0,0.0,283,0.95,40,42
16492,0.0,0.0,0.0,1.0,57,0.89,106,119
16493,0.0,0.0,0.0,1.0,71,0.65,79,122
16494,1.0,0.0,0.0,0.0,24,1.01,68,67
16495,0.0,0.0,1.0,0.0,211,0.81,55,68
16496,0.0,1.0,0.0,0.0,229,1.04,76,73
16497,1.0,0.0,0.0,0.0,39,0.93,113,122
16498,1.0,0.0,0.0,0.0,18,0.87,71,82
16499,0.0,1.0,0.0,0.0,224,2.22,51,23
16500,1.0,0.0,0.0,0.0,31,1.09,151,139
16501,0.0,1.0,0.0,0.0,224,2.22,51,23
16502,1.0,0.0,0.0,0.0,17,0.94,98,104
16503,0.0,0.0,0.0,1.0,76,0.51,165,324
16504,0.0,0.0,1.0,0.0,227,1.02,131,129
16505,0.0,0.0,0.0,1.0,42,1.16,149,128
16506,0.0,1.0,0.0,0.0,230,1.5,48,32
16507,0.0,0.0,1.0,0.0,214,0.93,127,136
16508,1.0,0.0,0.0,0.0,14,0.9,95,106
16509,1.0,0.0,0.0,0.0,16,0.97,103,106
16510,0.0,0.0,1.0,0.0,216,1.08,95,88
16511,0.0,1.0,0.0,0.0,246,0.7,88,126
16512,0.0,0.0,1.0,0.0,215,0.92,57,62
16513,0.0,0.0,0.0,1.0,48,1.21,159,131
16514,0.0,0.0,0.0,1.0,72,0.55,54,98
16515,0.0,1.0,0.0,0.0,247,0.64,41,64
16516,0.0,0.0,0.0,1.0,46,1.05,222,212
16517,0.0,1.0,0.0,0.0,273,0.89,107,120
16518,0.0,0.0,0.0,1.0,81,0.46,63,137
16519,0.0,1.0,0.0,0.0,231,1.13,131,116
16520,0.0,0.0,1.0,0.0,216,1.03,75,73
16521,0.0,1.0,0.0,0.0,240,0.77,82,106
16522,0.0,0.0,0.0,1.0,77,0.63,93,147
16523,0.0,1.0,0.0,0.0,236,0.89,72,81
16524,1.0,0.0,0.0,0.0,33,0.9,103,115
16525,0.0,0.0,0.0,1.0,52,0.76,103,136
16526,1.0,0.0,0.0,0.0,10,0.71,42,59
16527,0.0,1.0,0.0,0.0,249,0.42,55,132
16528,0.0,0.0,0.0,1.0,69,0.69,99,143
16529,0.0,0.0,1.0,0.0,188,0.83,30,36
16530,0.0,0.0,0.0,1.0,80,0.41,75,182
16531,0.0,1.0,0.0,0.0,294,1.11,72,65
16532,1.0,0.0,0.0,0.0,11,0.98,49,50
16533,1.0,0.0,0.0,0.0,38,1.11,84,76
16534,0.0,0.0,0.0,1.0,93,0.46,63,136
16535,0.0,1.0,0.0,0.0,231,1.12,58,52
16536,0.0,0.0,0.0,1.0,79,0.88,84,96
16537,0.0,1.0,0.0,0.0,244,0.8,59,74
16538,1.0,0.0,0.0,0.0,18,0.81,129,160
16539,0.0,1.0,0.0,0.0,251,0.76,58,76
16540,0.0,1.0,0.0,0.0,255,0.6,57,95
16541,0.0,0.0,0.0,1.0,114,1.05,40,38
16542,0.0,1.0,0.0,0.0,240,0.85,75,88
16543,1.0,0.0,0.0,0.0,33,0.91,105,116
16544,0.0,1.0,0.0,0.0,289,0.93,82,88
16545,1.0,0.0,0.0,0.0,15,1.02,51,50
16546,1.0,0.0,0.0,0.0,27,0.97,91,94
16547,1.0,0.0,0.0,0.0,312,1.52,64,42
16548,0.0,0.0,1.0,0.0,190,0.6,31,52
16549,0.0,1.0,0.0,0.0,238,1.19,44,37
16550,1.0,0.0,0.0,0.0,24,0.99,91,92
16551,0.0,0.0,1.0,0.0,222,1.21,58,48
16552,0.0,0.0,1.0,0.0,218,1.1,103,94
16553,0.0,1.0,0.0,0.0,245,0.96,44,46
16554,0.0,1.0,0.0,0.0,252,0.78,32,41
16555,0.0,1.0,0.0,0.0,264,0.94,34,36
16556,0.0,0.0,1.0,0.0,210,0.82,58,71
16557,1.0,0.0,0.0,0.0,335,0.8,53,66
16558,0.0,1.0,0.0,0.0,256,0.6,28,47
16559,1.0,0.0,0.0,0.0,31,0.91,115,126
16560,0.0,0.0,0.0,1.0,68,0.59,123,210
16561,0.0,0.0,1.0,0.0,216,1.02,120,118
16562,0.0,0.0,0.0,1.0,64,0.75,70,93
16563,0.0,1.0,0.0,0.0,263,0.5,32,64
16564,0.0,1.0,0.0,0.0,241,0.94,64,68
16565,0.0,0.0,1.0,0.0,199,0.88,42,48
16566,0.0,1.0,0.0,0.0,282,0.97,36,37
16567,0.0,1.0,0.0,0.0,243,0.81,47,58
16568,0.0,0.0,0.0,1.0,64,0.71,94,133
16569,0.0,0.0,0.0,1.0,63,1.13,145,128
16570,0.0,1.0,0.0,0.0,227,1.01,89,88
16571,1.0,0.0,0.0,0.0,18,0.88,52,59
16572,0.0,1.0,0.0,0.0,251,0.49,32,65
16573,0.0,0.0,1.0,0.0,206,0.87,48,55
16574,0.0,0.0,0.0,1.0,63,0.73,88,121
16575,0.0,1.0,0.0,0.0,224,1.21,127,105
16576,0.0,1.0,0.0,0.0,265,0.72,36,50
16577,0.0,0.0,1.0,0.0,205,0.96,64,67
16578,1.0,0.0,0.0,0.0,9,0.93,39,42
16579,0.0,0.0,0.0,1.0,102,0.93,52,56
16580,0.0,0.0,0.0,1.0,67,0.72,146,202
16581,0.0,0.0,0.0,1.0,89,0.86,43,50
16582,1.0,0.0,0.0,0.0,8,0.59,37,63
16583,0.0,0.0,0.0,1.0,73,0.6,61,102
16584,0.0,0.0,1.0,0.0,199,0.94,33,35
16585,0.0,0.0,1.0,0.0,199,0.94,33,35
16586,1.0,0.0,0.0,0.0,26,0.99,84,85
16587,0.0,1.0,0.0,0.0,241,0.8,74,92
16588,0.0,0.0,0.0,1.0,51,1.02,150,147
16589,0.0,1.0,0.0,0.0,248,1.0,58,58
16590,0.0,1.0,0.0,0.0,241,0.75,53,71
16591,1.0,0.0,0.0,0.0,28,1.0,100,100
16592,0.0,0.0,0.0,1.0,67,0.77,109,141
16593,0.0,0.0,0.0,1.0,67,0.77,109,141
16594,1.0,0.0,0.0,0.0,17,0.83,79,95
16595,0.0,0.0,1.0,0.0,216,0.84,81,97
16596,1.0,0.0,0.0,0.0,34,0.94,105,112
16597,0.0,0.0,0.0,1.0,92,0.9,95,106
16598,0.0,0.0,0.0,1.0,92,0.74,126,170
16599,1.0,0.0,0.0,0.0,16,0.85,63,74
16600,0.0,0.0,0.0,1.0,55,0.8,100,125
16601,0.0,1.0,0.0,0.0,257,0.94,67,71
16602,0.0,1.0,0.0,0.0,251,0.89,58,65
16603,0.0,0.0,0.0,1.0,51,0.94,108,115
16604,0.0,1.0,0.0,0.0,247,0.65,56,86
16605,0.0,0.0,0.0,1.0,91,0.88,36,41
16606,1.0,0.0,0.0,0.0,43,1.17,206,176
16607,0.0,0.0,0.0,1.0,67,1.08,81,75
16608,0.0,1.0,0.0,0.0,273,0.79,46,58
16609,0.0,1.0,0.0,0.0,255,1.08,69,64
16610,1.0,0.0,0.0,0.0,22,1.03,66,64
16611,0.0,0.0,0.0,1.0,85,0.94,48,51
16612,0.0,0.0,0.0,1.0,44,1.13,189,167
16613,0.0,0.0,0.0,1.0,44,1.13,189,167
16614,0.0,1.0,0.0,0.0,295,1.14,58,51
16615,0.0,0.0,1.0,0.0,201,0.95,38,40
16616,0.0,0.0,0.0,1.0,62,0.99,98,99
16617,0.0,0.0,1.0,0.0,198,1.0,41,41
16618,0.0,0.0,1.0,0.0,198,0.97,32,33
16619,0.0,0.0,1.0,0.0,208,1.02,55,54
16620,0.0,1.0,0.0,0.0,245,0.77,82,106
16621,0.0,0.0,0.0,1.0,70,0.63,109,173
16622,0.0,1.0,0.0,0.0,257,0.64,61,96
16623,0.0,1.0,0.0,0.0,259,0.89,41,46
16624,0.0,0.0,1.0,0.0,221,1.01,85,84
16625,0.0,0.0,0.0,1.0,69,0.57,121,212
16626,1.0,0.0,0.0,0.0,18,0.98,96,98
16627,0.0,0.0,1.0,0.0,232,1.01,73,72
16628,0.0,1.0,0.0,0.0,254,0.53,59,112
16629,1.0,0.0,0.0,0.0,38,1.22,131,107
16630,0.0,1.0,0.0,0.0,247,0.93,43,46
16631,1.0,0.0,0.0,0.0,35,1.11,196,176
16632,0.0,1.0,0.0,0.0,251,0.71,34,48
16633,0.0,0.0,0.0,1.0,48,1.35,179,133
16634,0.0,1.0,0.0,0.0,288,0.97,33,34
16635,1.0,0.0,0.0,0.0,20,0.98,107,109
16636,0.0,0.0,0.0,1.0,69,0.48,61,128
16637,0.0,0.0,0.0,1.0,80,0.45,52,116
16638,0.0,1.0,0.0,0.0,230,1.21,57,47
16639,1.0,0.0,0.0,0.0,31,0.95,92,97
16640,1.0,0.0,0.0,0.0,19,0.88,120,136
16641,0.0,0.0,1.0,0.0,226,0.97,128,132
16642,0.0,0.0,0.0,1.0,52,0.91,139,153
16643,1.0,0.0,0.0,0.0,341,0.98,119,121
16644,0.0,1.0,0.0,0.0,296,1.08,155,143
16645,0.0,0.0,1.0,0.0,201,0.69,29,42
16646,0.0,1.0,0.0,0.0,244,0.71,65,91
16647,1.0,0.0,0.0,0.0,22,0.99,87,88
16648,0.0,0.0,0.0,1.0,66,1.03,106,103
16649,1.0,0.0,0.0,0.0,25,1.05,116,110
16650,0.0,1.0,0.0,0.0,243,1.03,35,34
16651,0.0,1.0,0.0,0.0,256,1.02,41,40
16652,0.0,1.0,0.0,0.0,246,0.63,40,64
16653,0.0,0.0,1.0,0.0,209,0.95,60,63
16654,0.0,1.0,0.0,0.0,250,0.9,36,40
16655,0.0,0.0,0.0,1.0,77,0.77,91,118
16656,0.0,0.0,1.0,0.0,201,0.96,75,78
16657,1.0,0.0,0.0,0.0,40,0.96,206,214
16658,0.0,0.0,0.0,1.0,50,0.98,125,128
16659,1.0,0.0,0.0,0.0,22,1.06,73,69
16660,0.0,1.0,0.0,0.0,233,0.91,82,90
16661,0.0,1.0,0.0,0.0,249,0.96,102,106
16662,0.0,0.0,1.0,0.0,217,1.18,65,55
16663,0.0,1.0,0.0,0.0,273,1.0,40,40
16664,0.0,0.0,0.0,1.0,89,0.98,65,66
16665,0.0,1.0,0.0,0.0,249,0.7,39,56
16666,0.0,0.0,0.0,1.0,62,1.31,172,131
16667,0.0,1.0,0.0,0.0,267,0.54,28,52
16668,0.0,1.0,0.0,0.0,250,0.67,40,60
16669,0.0,1.0,0.0,0.0,234,1.13,69,61
16670,0.0,0.0,1.0,0.0,218,1.26,121,96
16671,1.0,0.0,0.0,0.0,23,0.89,115,129
16672,0.0,1.0,0.0,0.0,225,1.51,59,39
16673,0.0,1.0,0.0,0.0,250,0.54,64,119
16674,0.0,0.0,0.0,1.0,77,0.64,118,183
16675,0.0,1.0,0.0,0.0,242,0.81,119,147
16676,0.0,0.0,1.0,0.0,220,0.86,148,172
16677,1.0,0.0,0.0,0.0,21,0.84,106,126
16678,0.0,1.0,0.0,0.0,244,0.72,119,166
16679,0.0,0.0,0.0,1.0,65,1.02,293,288
16680,1.0,0.0,0.0,0.0,38,1.17,184,157
16681,0.0,0.0,1.0,0.0,196,0.86,74,86
16682,1.0,0.0,0.0,0.0,30,0.87,114,131
16683,0.0,0.0,1.0,0.0,222,0.91,195,215
16684,0.0,1.0,0.0,0.0,245,0.74,84,114
16685,0.0,0.0,0.0,1.0,59,1.01,142,141
16686,0.0,0.0,0.0,1.0,79,0.31,73,236
16687,1.0,0.0,0.0,0.0,24,1.06,152,144
16688,0.0,0.0,0.0,1.0,55,1.15,178,155
16689,0.0,1.0,0.0,0.0,252,0.97,214,221
16690,0.0,1.0,0.0,0.0,260,0.47,73,156
16691,0.0,0.0,0.0,1.0,53,0.9,210,234
16692,0.0,0.0,0.0,1.0,70,0.65,174,266
16693,0.0,1.0,0.0,0.0,259,0.59,75,128
16694,1.0,0.0,0.0,0.0,22,1.16,142,122
16695,1.0,0.0,0.0,0.0,40,1.11,334,302
16696,0.0,0.0,0.0,1.0,58,1.45,242,167
16697,1.0,0.0,0.0,0.0,32,1.07,227,213
16698,0.0,1.0,0.0,0.0,265,0.37,88,240
16699,0.0,1.0,0.0,0.0,236,1.03,154,150
16700,1.0,0.0,0.0,0.0,3,1.02,46,45
16701,0.0,0.0,1.0,0.0,202,0.86,102,118
16702,1.0,0.0,0.0,0.0,18,0.97,66,68
16703,0.0,0.0,0.0,1.0,65,0.8,123,153
16704,0.0,0.0,0.0,1.0,66,1.01,165,163
16705,0.0,0.0,1.0,0.0,214,0.63,57,90
16706,0.0,0.0,0.0,1.0,80,0.52,81,157
16707,0.0,0.0,0.0,1.0,62,0.69,123,178
16708,0.0,1.0,0.0,0.0,223,1.41,140,99
16709,0.0,0.0,0.0,1.0,73,0.54,103,192
16710,0.0,0.0,0.0,1.0,49,1.14,115,101
16711,0.0,0.0,0.0,1.0,89,0.34,39,114
16712,1.0,0.0,0.0,0.0,15,0.92,78,85
16713,0.0,0.0,1.0,0.0,216,0.82,89,108
16714,0.0,1.0,0.0,0.0,246,0.78,40,51
16715,1.0,0.0,0.0,0.0,39,1.18,149,126
16716,0.0,0.0,1.0,0.0,198,0.88,36,41
16717,0.0,1.0,0.0,0.0,251,0.62,51,82
16718,0.0,0.0,0.0,1.0,46,1.33,148,111
16719,0.0,1.0,0.0,0.0,257,0.43,50,115
16720,0.0,0.0,1.0,0.0,202,0.89,47,53
16721,1.0,0.0,0.0,0.0,12,0.9,66,73
16722,0.0,0.0,0.0,1.0,76,0.47,63,135
16723,0.0,1.0,0.0,0.0,256,0.53,27,51
16724,0.0,0.0,0.0,1.0,82,0.57,108,191
16725,0.0,1.0,0.0,0.0,254,0.53,43,81
16726,0.0,0.0,0.0,1.0,92,0.4,61,152
16727,0.0,0.0,0.0,1.0,69,0.98,136,139
16728,0.0,1.0,0.0,0.0,262,0.32,24,74
16729,0.0,1.0,0.0,0.0,227,1.71,111,65
16730,0.0,1.0,0.0,0.0,245,0.98,109,111
16731,0.0,0.0,0.0,1.0,61,0.84,102,122
16732,0.0,1.0,0.0,0.0,247,0.83,129,155
16733,0.0,0.0,0.0,1.0,111,0.95,116,122
16734,0.0,0.0,0.0,1.0,122,1.16,57,49
16735,0.0,0.0,1.0,0.0,219,1.09,98,90
16736,0.0,0.0,0.0,1.0,57,0.86,130,151
16737,1.0,0.0,0.0,0.0,27,0.93,66,71
16738,1.0,0.0,0.0,0.0,30,1.01,102,101
16739,0.0,0.0,1.0,0.0,209,1.15,124,108
16740,0.0,1.0,0.0,0.0,260,0.49,43,87
16741,1.0,0.0,0.0,0.0,25,1.04,116,112
16742,0.0,0.0,0.0,1.0,57,1.04,98,94
16743,0.0,1.0,0.0,0.0,247,0.64,67,105
16744,0.0,0.0,0.0,1.0,56,1.0,149,149
16745,0.0,1.0,0.0,0.0,236,1.03,70,68
16746,1.0,0.0,0.0,0.0,320,1.19,51,43
16747,0.0,1.0,0.0,0.0,251,0.49,35,72
16748,0.0,0.0,0.0,1.0,45,1.18,220,187
16749,0.0,1.0,0.0,0.0,253,0.53,42,79
16750,0.0,0.0,0.0,1.0,68,0.73,95,131
16751,0.0,0.0,1.0,0.0,213,0.84,106,126
16752,0.0,0.0,0.0,1.0,61,0.96,112,117
16753,0.0,1.0,0.0,0.0,238,0.99,103,104
16754,0.0,0.0,0.0,1.0,107,1.17,61,52
16755,0.0,0.0,0.0,1.0,110,0.89,34,38
16756,1.0,0.0,0.0,0.0,24,0.83,73,88
16757,0.0,0.0,0.0,1.0,88,0.88,37,42
16758,0.0,1.0,0.0,0.0,255,0.42,52,123
16759,0.0,0.0,0.0,1.0,74,0.47,95,203
16760,1.0,0.0,0.0,0.0,24,0.88,90,102
16761,0.0,1.0,0.0,0.0,237,0.88,84,96
16762,0.0,0.0,0.0,1.0,64,0.86,170,198
16763,0.0,0.0,1.0,0.0,203,1.03,60,58
16764,0.0,1.0,0.0,0.0,223,1.34,110,82
16765,0.0,0.0,0.0,1.0,63,0.78,114,146
16766,0.0,1.0,0.0,0.0,242,0.7,50,71
16767,1.0,0.0,0.0,0.0,19,0.96,113,118
16768,0.0,0.0,0.0,1.0,51,1.14,176,155
16769,0.0,1.0,0.0,0.0,245,0.67,58,87
16770,1.0,0.0,0.0,0.0,23,1.11,129,116
16771,0.0,1.0,0.0,0.0,275,0.67,43,64
16772,0.0,0.0,1.0,0.0,210,1.31,42,32
16773,0.0,0.0,0.0,1.0,78,0.41,119,290
16774,0.0,0.0,0.0,1.0,69,0.69,168,242
16775,0.0,1.0,0.0,0.0,255,0.47,49,105
16776,0.0,0.0,1.0,0.0,218,1.41,62,44
16777,0.0,0.0,1.0,0.0,212,1.28,59,46
16778,0.0,1.0,0.0,0.0,237,0.96,50,52
16779,0.0,1.0,0.0,0.0,268,1.08,52,48
16780,1.0,0.0,0.0,0.0,22,0.92,87,95
16781,0.0,0.0,1.0,0.0,203,0.93,68,73
16782,0.0,0.0,1.0,0.0,213,0.91,60,66
16783,0.0,0.0,0.0,1.0,69,0.78,85,109
16784,0.0,0.0,1.0,0.0,213,1.2,55,46
16785,0.0,0.0,1.0,0.0,162,0.83,59,71
16786,1.0,0.0,0.0,0.0,320,1.22,140,115
16787,0.0,0.0,0.0,1.0,64,0.87,123,141
16788,0.0,0.0,1.0,0.0,226,1.13,77,68
16789,1.0,0.0,0.0,0.0,37,1.03,134,130
16790,0.0,0.0,0.0,1.0,98,1.0,33,33
16791,1.0,0.0,0.0,0.0,19,0.96,47,49
16792,0.0,0.0,1.0,0.0,207,0.88,36,41
16793,0.0,0.0,0.0,1.0,51,1.1,211,191
16794,0.0,0.0,0.0,1.0,63,0.86,90,105
16795,0.0,1.0,0.0,0.0,251,1.1,33,30
16796,0.0,0.0,0.0,1.0,108,0.91,144,158
16797,0.0,1.0,0.0,0.0,245,0.82,45,55
16798,0.0,1.0,0.0,0.0,228,1.8,115,64
16799,0.0,1.0,0.0,0.0,243,0.84,64,76
16800,0.0,0.0,1.0,0.0,214,1.24,57,46
16801,0.0,0.0,0.0,1.0,66,0.75,97,130
16802,1.0,0.0,0.0,0.0,34,1.02,149,146
16803,0.0,0.0,0.0,1.0,64,0.76,77,101
16804,0.0,0.0,0.0,1.0,64,0.9,113,125
16805,0.0,1.0,0.0,0.0,255,0.45,43,95
16806,0.0,1.0,0.0,0.0,247,0.76,77,101
16807,0.0,0.0,0.0,1.0,57,0.88,107,121
16808,0.0,0.0,1.0,0.0,213,0.94,81,86
16809,0.0,0.0,1.0,0.0,224,1.25,144,115
16810,1.0,0.0,0.0,0.0,28,1.04,118,114
16811,0.0,0.0,0.0,1.0,127,0.72,107,149
16812,0.0,1.0,0.0,0.0,249,0.79,83,105
16813,1.0,0.0,0.0,0.0,311,1.74,54,31
16814,1.0,0.0,0.0,0.0,30,1.01,155,153
16815,1.0,0.0,0.0,0.0,38,1.13,136,120
16816,0.0,0.0,0.0,1.0,62,0.82,96,117
16817,0.0,0.0,0.0,1.0,69,0.66,91,138
16818,0.0,1.0,0.0,0.0,246,0.62,66,106
16819,0.0,1.0,0.0,0.0,259,0.78,47,60
16820,0.0,0.0,0.0,1.0,54,1.02,125,123
16821,0.0,0.0,0.0,1.0,70,0.62,123,199
16822,0.0,1.0,0.0,0.0,244,0.73,89,122
16823,0.0,1.0,0.0,0.0,261,0.5,44,88
16824,0.0,0.0,0.0,1.0,57,0.51,88,172
16825,1.0,0.0,0.0,0.0,16,0.71,30,42
16826,0.0,0.0,0.0,1.0,77,0.5,35,70
16827,0.0,0.0,1.0,0.0,205,0.83,49,59
16828,0.0,1.0,0.0,0.0,242,0.95,95,100
16829,0.0,0.0,1.0,0.0,207,0.91,74,81
16830,0.0,1.0,0.0,0.0,234,1.05,84,80
16831,0.0,0.0,0.0,1.0,61,0.89,104,117
16832,0.0,1.0,0.0,0.0,224,1.3,118,91
16833,0.0,0.0,0.0,1.0,73,0.46,81,176
16834,0.0,0.0,1.0,0.0,227,1.1,109,99
16835,0.0,0.0,0.0,1.0,55,0.87,103,119
16836,1.0,0.0,0.0,0.0,35,1.03,229,223
16837,0.0,1.0,0.0,0.0,243,0.7,63,90
16838,0.0,0.0,0.0,1.0,72,0.53,84,160
16839,1.0,0.0,0.0,0.0,18,0.89,74,83
16840,0.0,1.0,0.0,0.0,268,0.54,36,67
16841,0.0,0.0,1.0,0.0,221,0.89,78,88
16842,0.0,0.0,1.0,0.0,217,1.1,118,107
16843,0.0,0.0,0.0,1.0,71,0.63,78,123
16844,0.0,1.0,0.0,0.0,256,0.56,27,48
16845,0.0,0.0,1.0,0.0,223,1.13,45,40
16846,0.0,0.0,1.0,0.0,218,1.0,35,35
16847,0.0,0.0,0.0,1.0,83,0.47,50,106
16848,0.0,0.0,0.0,1.0,78,0.57,62,108
16849,0.0,0.0,0.0,1.0,44,1.0,248,247
16850,0.0,0.0,1.0,0.0,214,1.03,102,99
16851,1.0,0.0,0.0,0.0,18,1.02,55,54
16852,0.0,0.0,1.0,0.0,219,0.97,84,87
16853,0.0,0.0,0.0,1.0,124,0.95,81,85
16854,0.0,0.0,1.0,0.0,225,1.03,74,72
16855,1.0,0.0,0.0,0.0,35,1.04,118,114
16856,0.0,0.0,0.0,1.0,73,0.69,88,128
16857,0.0,0.0,0.0,1.0,46,1.32,136,103
16858,0.0,0.0,1.0,0.0,198,1.23,49,40
16859,0.0,1.0,0.0,0.0,236,1.64,69,42
16860,1.0,0.0,0.0,0.0,35,1.08,113,105
16861,1.0,0.0,0.0,0.0,24,0.95,124,130
16862,0.0,1.0,0.0,0.0,246,0.72,84,116
16863,0.0,0.0,0.0,1.0,44,1.05,245,234
16864,0.0,0.0,1.0,0.0,210,0.88,66,75
16865,0.0,1.0,0.0,0.0,250,0.95,37,39
16866,0.0,0.0,0.0,1.0,94,0.85,156,183
16867,0.0,0.0,0.0,1.0,87,0.5,106,212
16868,0.0,0.0,1.0,0.0,216,0.87,73,84
16869,0.0,0.0,1.0,0.0,218,0.91,62,68
16870,0.0,0.0,1.0,0.0,203,0.73,33,45
16871,0.0,0.0,0.0,1.0,59,0.83,88,106
16872,0.0,0.0,1.0,0.0,224,0.85,96,113
16873,1.0,0.0,0.0,0.0,35,0.88,89,101
16874,0.0,1.0,0.0,0.0,246,0.85,68,80
16875,1.0,0.0,0.0,0.0,29,0.94,88,94
16876,1.0,0.0,0.0,0.0,42,0.94,191,203
16877,0.0,1.0,0.0,0.0,246,0.61,84,138
16878,0.0,1.0,0.0,0.0,249,0.59,35,59
16879,0.0,1.0,0.0,0.0,256,0.49,32,65
16880,0.0,0.0,0.0,1.0,79,0.42,53,126
16881,0.0,1.0,0.0,0.0,249,0.7,57,82
16882,1.0,0.0,0.0,0.0,25,0.64,63,98
16883,0.0,1.0,0.0,0.0,233,0.9,98,109
16884,0.0,0.0,0.0,1.0,80,0.51,76,149
16885,0.0,0.0,0.0,1.0,72,0.49,63,128
16886,0.0,0.0,0.0,1.0,65,0.59,122,207
16887,1.0,0.0,0.0,0.0,33,0.82,74,90
16888,0.0,1.0,0.0,0.0,253,0.39,45,116
16889,1.0,0.0,0.0,0.0,25,0.88,111,126
16890,0.0,1.0,0.0,0.0,271,0.95,36,38
16891,0.0,0.0,0.0,1.0,78,0.58,73,125
16892,0.0,0.0,1.0,0.0,207,0.94,92,98
16893,0.0,1.0,0.0,0.0,227,1.09,153,140
16894,0.0,1.0,0.0,0.0,255,0.43,67,157
16895,0.0,0.0,0.0,1.0,63,1.2,171,142
16896,0.0,1.0,0.0,0.0,265,0.9,103,115
16897,0.0,0.0,0.0,1.0,52,0.93,164,176
16898,0.0,1.0,0.0,0.0,252,0.58,64,111
16899,0.0,0.0,0.0,1.0,72,0.53,88,167
16900,0.0,0.0,0.0,1.0,56,0.96,124,129
16901,0.0,0.0,1.0,0.0,200,0.81,44,54
16902,0.0,0.0,0.0,1.0,60,0.9,122,136
16903,0.0,1.0,0.0,0.0,241,0.98,45,46
16904,0.0,0.0,0.0,1.0,61,0.81,142,176
16905,0.0,1.0,0.0,0.0,263,0.74,61,82
16906,0.0,0.0,1.0,0.0,221,0.85,91,107
16907,1.0,0.0,0.0,0.0,34,0.84,90,107
16908,0.0,1.0,0.0,0.0,239,1.27,42,33
16909,1.0,0.0,0.0,0.0,22,0.95,83,87
16910,0.0,0.0,0.0,1.0,64,0.77,88,115
16911,0.0,0.0,0.0,1.0,89,0.35,45,129
16912,0.0,0.0,0.0,1.0,44,1.28,235,184
16913,0.0,1.0,0.0,0.0,250,0.55,67,121
16914,0.0,0.0,0.0,1.0,68,0.68,96,142
16915,0.0,0.0,0.0,1.0,51,1.0,103,103
16916,0.0,1.0,0.0,0.0,248,0.44,52,119
16917,0.0,0.0,0.0,1.0,68,0.82,106,130
16918,0.0,1.0,0.0,0.0,246,0.75,85,113
16919,0.0,1.0,0.0,0.0,255,0.44,48,110
16920,0.0,0.0,1.0,0.0,218,1.04,71,68
16921,0.0,0.0,1.0,0.0,146,1.08,41,38
16922,0.0,1.0,0.0,0.0,234,0.99,113,114
16923,1.0,0.0,0.0,0.0,22,0.92,101,110
16924,0.0,1.0,0.0,0.0,243,0.89,101,113
16925,0.0,1.0,0.0,0.0,237,0.95,151,159
16926,0.0,0.0,0.0,1.0,64,1.17,122,104
16927,0.0,0.0,0.0,1.0,51,1.32,121,92
16928,1.0,0.0,0.0,0.0,26,0.92,61,66
16929,0.0,0.0,0.0,1.0,65,0.78,136,175
